status,city,state,country,classification,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,reason_for_recall_simplified,recall_initiation_date,center_classification_date,report_date,code_info,termination_date
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0744-2014,"Applied Health, Solutions for Life, Foundation Blue-Green Algae, Detoxify and Regenerate Energy and Immune Booster, Daily Essential Nutrients packaged in 90-capsule bottles (SKU 53623). Firm name on the label is Applied Health Solutions, Scottsdale, AZ.",1084 bottles.,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #'s: 53623003 and 53623004 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0739-2014,"Dietary Supplements packaged in the following configurations:   (1)Transformation Professional Protocol Digest Enzyme Supplement, Packaged in 45-(SKU 54646), 60-(SKU 52413), 90-(SKU 52520), 120-(SKU 53098) capsule bottles. The firm name on the label is Transformation Enzyme Corp. Houston, TX;  (2) 3989V TEC-TPP DIGEST UNL 60' unlabeled 60-(SKU 53571) capsule bottles;  (3) Transformation Digest. Packaged in 60-(SKU 54599) capsule bottles. Russian label;  (4) Anti-aging Nutrition Health Graph Professional Strength Digest Enzyme Supplement. Packaged in 120-(SKU 54752) bottles. The firm name on the label is Health Graph, Glenview, IL;  (5) The Lohad Center for Anti-Aging Digest Enzyme Supplement. Packaged in 90-(SKU 54914) capsules bottles. The firm name on the label is The Lohad Center, Jacksonville, FL.  (6) Bulk 3989V TPP-TEC Digest Conv Pa capsules (SKU 92494) packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution)","44288 bottles, 6781 bulk capsules;",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot Numbers: 52413126, 52413128, 52413129, 52413130, 52413131, 52413132, 52413133, 52413134, 52413138, 52520124, 52520126, 52520127, 52520128, 52520129, 52520130, 52520131, 52520135,  53098131, 53098133, 53098134, 53098135, 53098136, 53098137, 53098138, 53098139, 53098141, 53098145, 53571110, 53571111, 53571112, 53571116, 54599000, 54646000, 54646001, 54646005, 54752000, 54914002, 92494001, and 92494002 ",2015-03-03
Terminated,Omaha,NE,United States,2,66445,American Laboratories Inc,4410 S 102nd St,,68127-1003,Voluntary: Firm Initiated,Telephone,"Distribution was made to IA, UT, NV, NE and CA.",F-0096-2014,"EB 110311-01, powder, enzyme blend, packaged in 5 kg double poly bags inside fiber box. Product 73C",4/5 KG-boxes,The products may be contaminated with Chloramphenicol.,Chloramphenicol,2013-09-30,2013-11-06,2013-11-13,"Lot # ALI13200-09, re-evaluation date 1/19/2015; Lot # ALI13140-03, re-evaluation date 11/20/2014; Lot # ALI13071-01, re-evaluation date 9/12/2014 and Lot # ALI13008-01; re-evaluation date 7/8/2014.    **Lot ALI13200-09 mathmatical analysis tested ""probably < 0.3 ppb in final product""    **the other three lots mathmatical analysis tested ""probably NOT < 0.3 ppb in final product"" ",2014-04-16
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0808-2014,"Bulk C676 BnG Global Digestive Blend powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83430)",108 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 83430001 and 83430002 ,2015-03-03
Terminated,Omaha,NE,United States,2,66445,American Laboratories Inc,4410 S 102nd St,,68127-1003,Voluntary: Firm Initiated,Telephone,"Distribution was made to IA, UT, NV, NE and CA.",F-0092-2014,"Xylanase 70,000XU/g, powder, enzyme, 100 gm. Product 71A","2 sample bottles, 100 gm bottles",The products may be contaminated with Chloramphenicol.,Chloramphenicol,2013-09-30,2013-11-06,2013-11-13,Lot ALI13206-06; re-evaluation date 1/25/2015 and Lot # ALI13008-13; re-evaluation date 7/8/2014    **sample only - not tested ,2014-04-16
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0756-2014,Bulk 7775 GreenPlanet Enzymeblend Powder packaged in poly bags within fiber drums (SKU 82566),52.96 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 82566000 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0773-2014,"NWC Naturals, Total-Nutrition Program, Dietary Supplement with L.E.A.D.S., packaged 270-capsule bottles (SKU 92131). Firm name on the label is Natural Wellness Centers of America, Inc., Laguna Hills, CA;",847 bottles,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #'s: 53770004 and 53770005 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0812-2014,"Bulk D008 Glykon Tech Digestive B powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83453)",25.87 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #'s: 83453000 ,2015-03-03
Terminated,Green Bay,WI,United States,2,66957,"Schwabe North America, Inc.",825 Challenger DR,,54311-8328,Voluntary: Firm Initiated,Letter,"US: AK, AL, AR, AZ, CA, CI, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NS, NT, NC, ND, NE, NH, NJ, NM, NV, NY, H, OK, OR, PA, PR, RI,SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY.    OUS: South Korea, Ghana, Romania and Singapore.",F-0835-2014,"Nature's Way,UPC 33674155424, Alive Whole Food Energizer Men's, 90 Tabs, 20010871",624,Nature's Way (NW) is voluntary recalling a number of products because the raw material supplier informed them that enzymes in the blend they provided to NW may contain the antibiotic chloramphenicol.,Chloramphenicol,2013-10-23,2013-12-16,2013-12-25,20010871 ,2015-02-26
Terminated,Alameda,CA,United States,2,66829,Allergy Research Group,2300 N Loop Rd,,94502-8009,Voluntary: Firm Initiated,Letter,"IL, FL. GA, NV, NY, CA, NH, AZ and Switzerland and New Zealand",F-703-2014,"Allergy Research Group Sugar Balance Formula,  dietary Supplement, Hypoallergenic, 90 vegetarian capsules.    Formulated exclusively for:  Allergy Research Group;  Alameda, CA 94502.",182 bottles of 90 casules each,Firm was notified by their contract manufacturer that a voluntary recall had been issued  by the raw material supplier because certain cellulase enzymes have been found to be contaminated with Chloramphenicol.,Chloramphenicol,2013-11-11,2013-12-04,2013-12-11,"Product number 75660, Lot number 0613057; Expiration: August 2015. ",2014-01-08
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0778-2014,"Bulk A216 MRM DPPIV DIGEST BULK powder (SKU 83217), packaged in varying quantities within poly bags in corrugated boxes (for domestic distribution) or fiber drums (for international distribution)",52.8 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 83217005 and 83217006 ,2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0783-2014,"Bulk A977 Wedar Digestive Blend 2 powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83314);",1850.68 kg of powder,Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 83314009, 83314010, 83314011, 83314012, 83314013, 83314014, 83314015, 83314016, 83314017, 83314018, 83314019, 83314020, 83314021, 83314022, 83314023, and 83314024 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0746-2014,"Dietary Supplement packaged in the following configurations:   (1) 5357 NWC UltraEnzSup 90' packaged in 90 count capsule unlabeled bottles (SKU 50027);  (2) 5357 NWC UltraEnzSup UNL 200 packaged in 200 count capsule unlabeled bottles (SKU 50028);  (3) NWC Naturals Ultra Enzyme Support packaged in 200-(SKU 52466) and 90-(SKU 52467) count capsule bottles. Manufactured exclusively for Natural Wellness Centers of America, Laguna Hills, CA.","4,438 bottles",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,"Lot #'s: 50027001, 50028001, 52466045, 52466046, 52466047, 52466048, 52466049, 52466050, 52466052, 52467041, 52467042, 52467043, 52467044, and 52467046 ",2015-03-03
Terminated,Forsyth,MO,United States,2,66658,National Enzyme Co,10203 State Highway 76,,65653-5445,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Domestic distribution of the product is nationwide with direct accounts in 27 states in all geographical regions. Foreign distribution consists of direct accounts in the following countries: Canada, China, Malaysia, Norway, Slovakia, South Korea, Sweden, Taiwan, and the United Kingdom.",F-0802-2014,"Bulk C542 Vitakost Low Carb Diet, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 92544);","209,586 bulk capsules",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Chloramphenicol,2013-10-30,2013-12-13,2013-12-25,Lot #: 92544001 ,2015-03-03
Terminated,Green Bay,WI,United States,2,66957,"Schwabe North America, Inc.",825 Challenger DR,,54311-8328,Voluntary: Firm Initiated,Letter,"US: AK, AL, AR, AZ, CA, CI, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NS, NT, NC, ND, NE, NH, NJ, NM, NV, NY, H, OK, OR, PA, PR, RI,SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY.    OUS: South Korea, Ghana, Romania and Singapore.",F-0840-2014,NL C 24/7 Bulk Caps,2455.770,Nature's Way (NW) is voluntary recalling a number of products because the raw material supplier informed them that enzymes in the blend they provided to NW may contain the antibiotic chloramphenicol.,Chloramphenicol,2013-10-23,2013-12-16,2013-12-25,20012546  20012547 ,2015-02-26
Terminated,Green Bay,WI,United States,2,66957,"Schwabe North America, Inc.",825 Challenger DR,,54311-8328,Voluntary: Firm Initiated,Letter,"US: AK, AL, AR, AZ, CA, CI, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NS, NT, NC, ND, NE, NH, NJ, NM, NV, NY, H, OK, OR, PA, PR, RI,SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY.    OUS: South Korea, Ghana, Romania and Singapore.",F-0834-2014,"Nature's Way,UPC 33674150924, Alive Whole Food Energizer MultiVitamin ( No Iron  Added), 90 Vcaps,  20009818",5191,Nature's Way (NW) is voluntary recalling a number of products because the raw material supplier informed them that enzymes in the blend they provided to NW may contain the antibiotic chloramphenicol.,Chloramphenicol,2013-10-23,2013-12-16,2013-12-25,20009818 ,2015-02-26
